time, delta, omega,  eq_t, eq_s,  ed_s, 	theta_bus1,  theta_bus3,  V_Bus1,  V_Bus3,  vf,  pm,  p, q 
10.96500, 0.92916, 1.00020, 0.93231, 0.90461, 0.55567, 0.25947, 0.00000, 1.04405, 1.00000, 1.50719, 0.54054, 0.54517, 0.06686  
10.96600, 0.92923, 1.00020, 0.93231, 0.90461, 0.55571, 0.25950, 0.00000, 1.04406, 1.00000, 1.50719, 0.54054, 0.54524, 0.06688  
10.96700, 0.92931, 1.00020, 0.93231, 0.90460, 0.55574, 0.25954, 0.00000, 1.04407, 1.00000, 1.50719, 0.54054, 0.54532, 0.06691  
10.96800, 0.92938, 1.00020, 0.93231, 0.90460, 0.55578, 0.25957, 0.00000, 1.04407, 1.00000, 1.50719, 0.54054, 0.54539, 0.06693  
10.96900, 0.92946, 1.00020, 0.93231, 0.90460, 0.55581, 0.25960, 0.00000, 1.04408, 1.00000, 1.50719, 0.54054, 0.54546, 0.06696  
10.97000, 0.92953, 1.00020, 0.93231, 0.90459, 0.55585, 0.25963, 0.00000, 1.04409, 1.00000, 1.50719, 0.54054, 0.54553, 0.06698  
10.97100, 0.92961, 1.00020, 0.93231, 0.90459, 0.55588, 0.25966, 0.00000, 1.04410, 1.00000, 1.50719, 0.54054, 0.54560, 0.06701  
10.97200, 0.92968, 1.00020, 0.93231, 0.90458, 0.55592, 0.25969, 0.00000, 1.04411, 1.00000, 1.50719, 0.54054, 0.54567, 0.06703  
10.97300, 0.92975, 1.00020, 0.93232, 0.90458, 0.55595, 0.25973, 0.00000, 1.04412, 1.00000, 1.50719, 0.54054, 0.54575, 0.06706  
10.97400, 0.92983, 1.00019, 0.93232, 0.90458, 0.55599, 0.25976, 0.00000, 1.04412, 1.00000, 1.50719, 0.54054, 0.54582, 0.06708  
10.97500, 0.92990, 1.00019, 0.93232, 0.90457, 0.55602, 0.25979, 0.00000, 1.04413, 1.00000, 1.50719, 0.54054, 0.54589, 0.06711  
10.97600, 0.92997, 1.00019, 0.93232, 0.90457, 0.55606, 0.25982, 0.00000, 1.04414, 1.00000, 1.50719, 0.54054, 0.54596, 0.06713  
10.97700, 0.93004, 1.00019, 0.93232, 0.90456, 0.55609, 0.25985, 0.00000, 1.04415, 1.00000, 1.50719, 0.54054, 0.54603, 0.06716  
10.97800, 0.93012, 1.00019, 0.93232, 0.90456, 0.55613, 0.25988, 0.00000, 1.04416, 1.00000, 1.50719, 0.54054, 0.54609, 0.06718  
10.97900, 0.93019, 1.00019, 0.93232, 0.90455, 0.55616, 0.25991, 0.00000, 1.04416, 1.00000, 1.50719, 0.54054, 0.54616, 0.06721  
10.98000, 0.93026, 1.00019, 0.93232, 0.90455, 0.55620, 0.25994, 0.00000, 1.04417, 1.00000, 1.50719, 0.54054, 0.54623, 0.06723  
10.98100, 0.93033, 1.00019, 0.93233, 0.90455, 0.55623, 0.25997, 0.00000, 1.04418, 1.00000, 1.50719, 0.54054, 0.54630, 0.06726  
10.98200, 0.93040, 1.00019, 0.93233, 0.90454, 0.55626, 0.26000, 0.00000, 1.04419, 1.00000, 1.50719, 0.54054, 0.54637, 0.06728  
10.98300, 0.93047, 1.00019, 0.93233, 0.90454, 0.55630, 0.26003, 0.00000, 1.04420, 1.00000, 1.50719, 0.54054, 0.54643, 0.06730  
10.98400, 0.93054, 1.00019, 0.93233, 0.90453, 0.55633, 0.26006, 0.00000, 1.04420, 1.00000, 1.50719, 0.54054, 0.54650, 0.06733  
10.98500, 0.93061, 1.00019, 0.93233, 0.90453, 0.55637, 0.26009, 0.00000, 1.04421, 1.00000, 1.50719, 0.54054, 0.54657, 0.06735  
10.98600, 0.93068, 1.00019, 0.93233, 0.90453, 0.55640, 0.26012, 0.00000, 1.04422, 1.00000, 1.50719, 0.54054, 0.54664, 0.06738  
10.98700, 0.93075, 1.00018, 0.93233, 0.90452, 0.55643, 0.26015, 0.00000, 1.04423, 1.00000, 1.50719, 0.54054, 0.54670, 0.06740  
10.98800, 0.93082, 1.00018, 0.93233, 0.90452, 0.55647, 0.26018, 0.00000, 1.04424, 1.00000, 1.50719, 0.54054, 0.54677, 0.06742  
10.98900, 0.93089, 1.00018, 0.93233, 0.90451, 0.55650, 0.26021, 0.00000, 1.04424, 1.00000, 1.50719, 0.54054, 0.54683, 0.06745  
10.99000, 0.93096, 1.00018, 0.93234, 0.90451, 0.55653, 0.26023, 0.00000, 1.04425, 1.00000, 1.50719, 0.54054, 0.54690, 0.06747  
10.99100, 0.93103, 1.00018, 0.93234, 0.90451, 0.55657, 0.26026, 0.00000, 1.04426, 1.00000, 1.50719, 0.54054, 0.54696, 0.06749  
10.99200, 0.93110, 1.00018, 0.93234, 0.90450, 0.55660, 0.26029, 0.00000, 1.04427, 1.00000, 1.50719, 0.54054, 0.54703, 0.06752  
10.99300, 0.93117, 1.00018, 0.93234, 0.90450, 0.55663, 0.26032, 0.00000, 1.04428, 1.00000, 1.50719, 0.54054, 0.54709, 0.06754  
10.99400, 0.93123, 1.00018, 0.93234, 0.90449, 0.55667, 0.26035, 0.00000, 1.04428, 1.00000, 1.50719, 0.54054, 0.54715, 0.06756  
10.99500, 0.93130, 1.00018, 0.93234, 0.90449, 0.55670, 0.26038, 0.00000, 1.04429, 1.00000, 1.50719, 0.54054, 0.54722, 0.06759  
10.99600, 0.93137, 1.00018, 0.93234, 0.90449, 0.55673, 0.26040, 0.00000, 1.04430, 1.00000, 1.50719, 0.54054, 0.54728, 0.06761  
10.99700, 0.93143, 1.00018, 0.93234, 0.90448, 0.55676, 0.26043, 0.00000, 1.04431, 1.00000, 1.50719, 0.54054, 0.54734, 0.06763  
10.99800, 0.93150, 1.00017, 0.93234, 0.90448, 0.55680, 0.26046, 0.00000, 1.04431, 1.00000, 1.50719, 0.54054, 0.54740, 0.06766  
10.99900, 0.93156, 1.00017, 0.93234, 0.90447, 0.55683, 0.26049, 0.00000, 1.04432, 1.00000, 1.50719, 0.54054, 0.54747, 0.06768  
11.00000, 0.93163, 1.00017, 0.93235, 0.90447, 0.55686, 0.26051, 0.00000, 1.04433, 1.00000, 1.50719, 0.54054, 0.54753, 0.06770  
11.00100, 0.93169, 1.00017, 0.93235, 0.90447, 0.55689, 0.26054, 0.00000, 1.04434, 1.00000, 1.50719, 0.54054, 0.54759, 0.06772  
11.00200, 0.93176, 1.00017, 0.93235, 0.90446, 0.55692, 0.26057, 0.00000, 1.04434, 1.00000, 1.50719, 0.54054, 0.54765, 0.06774  
11.00300, 0.93182, 1.00017, 0.93235, 0.90446, 0.55696, 0.26059, 0.00000, 1.04435, 1.00000, 1.50719, 0.54054, 0.54771, 0.06777  
11.00400, 0.93189, 1.00017, 0.93235, 0.90445, 0.55699, 0.26062, 0.00000, 1.04436, 1.00000, 1.50719, 0.54054, 0.54777, 0.06779  
11.00500, 0.93195, 1.00017, 0.93235, 0.90445, 0.55702, 0.26064, 0.00000, 1.04437, 1.00000, 1.50719, 0.54054, 0.54783, 0.06781  
11.00600, 0.93201, 1.00017, 0.93235, 0.90444, 0.55705, 0.26067, 0.00000, 1.04437, 1.00000, 1.50719, 0.54054, 0.54789, 0.06783  
11.00700, 0.93208, 1.00017, 0.93235, 0.90444, 0.55708, 0.26070, 0.00000, 1.04438, 1.00000, 1.50719, 0.54054, 0.54795, 0.06785  
11.00800, 0.93214, 1.00016, 0.93235, 0.90444, 0.55711, 0.26072, 0.00000, 1.04439, 1.00000, 1.50719, 0.54054, 0.54800, 0.06788  
11.00900, 0.93220, 1.00016, 0.93235, 0.90443, 0.55714, 0.26075, 0.00000, 1.04440, 1.00000, 1.50719, 0.54054, 0.54806, 0.06790  
11.01000, 0.93226, 1.00016, 0.93235, 0.90443, 0.55718, 0.26077, 0.00000, 1.04440, 1.00000, 1.50719, 0.54054, 0.54812, 0.06792  
11.01100, 0.93232, 1.00016, 0.93236, 0.90442, 0.55721, 0.26080, 0.00000, 1.04441, 1.00000, 1.50719, 0.54054, 0.54818, 0.06794  
11.01200, 0.93238, 1.00016, 0.93236, 0.90442, 0.55724, 0.26082, 0.00000, 1.04442, 1.00000, 1.50719, 0.54054, 0.54823, 0.06796  
11.01300, 0.93244, 1.00016, 0.93236, 0.90442, 0.55727, 0.26085, 0.00000, 1.04442, 1.00000, 1.50719, 0.54054, 0.54829, 0.06798  
11.01400, 0.93250, 1.00016, 0.93236, 0.90441, 0.55730, 0.26087, 0.00000, 1.04443, 1.00000, 1.50719, 0.54054, 0.54834, 0.06800  
11.01500, 0.93256, 1.00016, 0.93236, 0.90441, 0.55733, 0.26090, 0.00000, 1.04444, 1.00000, 1.50719, 0.54054, 0.54840, 0.06802  
11.01600, 0.93262, 1.00016, 0.93236, 0.90441, 0.55736, 0.26092, 0.00000, 1.04445, 1.00000, 1.50719, 0.54054, 0.54845, 0.06804  
11.01700, 0.93268, 1.00016, 0.93236, 0.90440, 0.55739, 0.26094, 0.00000, 1.04445, 1.00000, 1.50719, 0.54054, 0.54851, 0.06807  
11.01800, 0.93274, 1.00015, 0.93236, 0.90440, 0.55742, 0.26097, 0.00000, 1.04446, 1.00000, 1.50719, 0.54054, 0.54856, 0.06809  
11.01900, 0.93280, 1.00015, 0.93236, 0.90439, 0.55745, 0.26099, 0.00000, 1.04447, 1.00000, 1.50719, 0.54054, 0.54861, 0.06811  
11.02000, 0.93286, 1.00015, 0.93236, 0.90439, 0.55748, 0.26101, 0.00000, 1.04447, 1.00000, 1.50719, 0.54054, 0.54867, 0.06813  
11.02100, 0.93291, 1.00015, 0.93236, 0.90439, 0.55750, 0.26104, 0.00000, 1.04448, 1.00000, 1.50719, 0.54054, 0.54872, 0.06815  
11.02200, 0.93297, 1.00015, 0.93236, 0.90438, 0.55753, 0.26106, 0.00000, 1.04449, 1.00000, 1.50719, 0.54054, 0.54877, 0.06817  
11.02300, 0.93303, 1.00015, 0.93236, 0.90438, 0.55756, 0.26108, 0.00000, 1.04449, 1.00000, 1.50719, 0.54054, 0.54882, 0.06819  
11.02400, 0.93308, 1.00015, 0.93236, 0.90437, 0.55759, 0.26110, 0.00000, 1.04450, 1.00000, 1.50719, 0.54054, 0.54888, 0.06821  
11.02500, 0.93314, 1.00015, 0.93237, 0.90437, 0.55762, 0.26113, 0.00000, 1.04451, 1.00000, 1.50719, 0.54054, 0.54893, 0.06823  
11.02600, 0.93319, 1.00015, 0.93237, 0.90437, 0.55765, 0.26115, 0.00000, 1.04451, 1.00000, 1.50719, 0.54054, 0.54898, 0.06824  
11.02700, 0.93325, 1.00014, 0.93237, 0.90436, 0.55768, 0.26117, 0.00000, 1.04452, 1.00000, 1.50719, 0.54054, 0.54903, 0.06826  
11.02800, 0.93330, 1.00014, 0.93237, 0.90436, 0.55770, 0.26119, 0.00000, 1.04453, 1.00000, 1.50719, 0.54054, 0.54908, 0.06828  
11.02900, 0.93336, 1.00014, 0.93237, 0.90436, 0.55773, 0.26121, 0.00000, 1.04453, 1.00000, 1.50719, 0.54054, 0.54912, 0.06830  
11.03000, 0.93341, 1.00014, 0.93237, 0.90435, 0.55776, 0.26123, 0.00000, 1.04454, 1.00000, 1.50719, 0.54054, 0.54917, 0.06832  
11.03100, 0.93346, 1.00014, 0.93237, 0.90435, 0.55779, 0.26125, 0.00000, 1.04455, 1.00000, 1.50719, 0.54054, 0.54922, 0.06834  
11.03200, 0.93351, 1.00014, 0.93237, 0.90434, 0.55781, 0.26128, 0.00000, 1.04455, 1.00000, 1.50719, 0.54054, 0.54927, 0.06836  
11.03300, 0.93357, 1.00014, 0.93237, 0.90434, 0.55784, 0.26130, 0.00000, 1.04456, 1.00000, 1.50719, 0.54054, 0.54932, 0.06838  
11.03400, 0.93362, 1.00014, 0.93237, 0.90434, 0.55787, 0.26132, 0.00000, 1.04457, 1.00000, 1.50719, 0.54054, 0.54936, 0.06840  
11.03500, 0.93367, 1.00013, 0.93237, 0.90433, 0.55790, 0.26134, 0.00000, 1.04457, 1.00000, 1.50719, 0.54054, 0.54941, 0.06841  
11.03600, 0.93372, 1.00013, 0.93237, 0.90433, 0.55792, 0.26136, 0.00000, 1.04458, 1.00000, 1.50719, 0.54054, 0.54945, 0.06843  
11.03700, 0.93377, 1.00013, 0.93237, 0.90433, 0.55795, 0.26138, 0.00000, 1.04458, 1.00000, 1.50719, 0.54054, 0.54950, 0.06845  
11.03800, 0.93382, 1.00013, 0.93237, 0.90432, 0.55798, 0.26140, 0.00000, 1.04459, 1.00000, 1.50719, 0.54054, 0.54954, 0.06847  
11.03900, 0.93387, 1.00013, 0.93237, 0.90432, 0.55800, 0.26141, 0.00000, 1.04460, 1.00000, 1.50719, 0.54054, 0.54959, 0.06848  
11.04000, 0.93392, 1.00013, 0.93237, 0.90432, 0.55803, 0.26143, 0.00000, 1.04460, 1.00000, 1.50719, 0.54054, 0.54963, 0.06850  
11.04100, 0.93397, 1.00013, 0.93237, 0.90431, 0.55805, 0.26145, 0.00000, 1.04461, 1.00000, 1.50719, 0.54054, 0.54968, 0.06852  
11.04200, 0.93401, 1.00013, 0.93238, 0.90431, 0.55808, 0.26147, 0.00000, 1.04462, 1.00000, 1.50719, 0.54054, 0.54972, 0.06854  
11.04300, 0.93406, 1.00013, 0.93238, 0.90430, 0.55810, 0.26149, 0.00000, 1.04462, 1.00000, 1.50719, 0.54054, 0.54976, 0.06855  
11.04400, 0.93411, 1.00012, 0.93238, 0.90430, 0.55813, 0.26151, 0.00000, 1.04463, 1.00000, 1.50719, 0.54054, 0.54980, 0.06857  
11.04500, 0.93416, 1.00012, 0.93238, 0.90430, 0.55815, 0.26153, 0.00000, 1.04463, 1.00000, 1.50719, 0.54054, 0.54984, 0.06859  
11.04600, 0.93420, 1.00012, 0.93238, 0.90429, 0.55818, 0.26154, 0.00000, 1.04464, 1.00000, 1.50719, 0.54054, 0.54988, 0.06860  
11.04700, 0.93425, 1.00012, 0.93238, 0.90429, 0.55820, 0.26156, 0.00000, 1.04464, 1.00000, 1.50719, 0.54054, 0.54993, 0.06862  
11.04800, 0.93429, 1.00012, 0.93238, 0.90429, 0.55823, 0.26158, 0.00000, 1.04465, 1.00000, 1.50719, 0.54054, 0.54997, 0.06864  
11.04900, 0.93434, 1.00012, 0.93238, 0.90428, 0.55825, 0.26159, 0.00000, 1.04466, 1.00000, 1.50719, 0.54054, 0.55000, 0.06865  
11.05000, 0.93438, 1.00012, 0.93238, 0.90428, 0.55828, 0.26161, 0.00000, 1.04466, 1.00000, 1.50719, 0.54054, 0.55004, 0.06867  
11.05100, 0.93442, 1.00012, 0.93238, 0.90428, 0.55830, 0.26163, 0.00000, 1.04467, 1.00000, 1.50719, 0.54054, 0.55008, 0.06869  
11.05200, 0.93447, 1.00011, 0.93238, 0.90427, 0.55833, 0.26164, 0.00000, 1.04467, 1.00000, 1.50719, 0.54054, 0.55012, 0.06870  
11.05300, 0.93451, 1.00011, 0.93238, 0.90427, 0.55835, 0.26166, 0.00000, 1.04468, 1.00000, 1.50719, 0.54054, 0.55016, 0.06872  
11.05400, 0.93455, 1.00011, 0.93238, 0.90427, 0.55837, 0.26168, 0.00000, 1.04468, 1.00000, 1.50719, 0.54054, 0.55019, 0.06873  
11.05500, 0.93459, 1.00011, 0.93238, 0.90426, 0.55840, 0.26169, 0.00000, 1.04469, 1.00000, 1.50719, 0.54054, 0.55023, 0.06875  
11.05600, 0.93464, 1.00011, 0.93238, 0.90426, 0.55842, 0.26171, 0.00000, 1.04470, 1.00000, 1.50719, 0.54054, 0.55027, 0.06876  
11.05700, 0.93468, 1.00011, 0.93238, 0.90426, 0.55844, 0.26172, 0.00000, 1.04470, 1.00000, 1.50719, 0.54054, 0.55030, 0.06878  
11.05800, 0.93472, 1.00011, 0.93238, 0.90425, 0.55846, 0.26174, 0.00000, 1.04471, 1.00000, 1.50719, 0.54054, 0.55034, 0.06879  
11.05900, 0.93476, 1.00010, 0.93238, 0.90425, 0.55849, 0.26175, 0.00000, 1.04471, 1.00000, 1.50719, 0.54054, 0.55037, 0.06881  
11.06000, 0.93479, 1.00010, 0.93238, 0.90425, 0.55851, 0.26177, 0.00000, 1.04472, 1.00000, 1.50719, 0.54054, 0.55040, 0.06882  
11.06100, 0.93483, 1.00010, 0.93238, 0.90424, 0.55853, 0.26178, 0.00000, 1.04472, 1.00000, 1.50719, 0.54054, 0.55044, 0.06884  
11.06200, 0.93487, 1.00010, 0.93238, 0.90424, 0.55855, 0.26179, 0.00000, 1.04473, 1.00000, 1.50719, 0.54054, 0.55047, 0.06885  
11.06300, 0.93491, 1.00010, 0.93238, 0.90424, 0.55857, 0.26181, 0.00000, 1.04473, 1.00000, 1.50719, 0.54054, 0.55050, 0.06887  
11.06400, 0.93495, 1.00010, 0.93238, 0.90423, 0.55859, 0.26182, 0.00000, 1.04474, 1.00000, 1.50719, 0.54054, 0.55053, 0.06888  
11.06500, 0.93498, 1.00010, 0.93238, 0.90423, 0.55862, 0.26183, 0.00000, 1.04474, 1.00000, 1.50719, 0.54054, 0.55057, 0.06889  
11.06600, 0.93502, 1.00010, 0.93238, 0.90423, 0.55864, 0.26185, 0.00000, 1.04475, 1.00000, 1.50719, 0.54054, 0.55060, 0.06891  
11.06700, 0.93505, 1.00009, 0.93238, 0.90423, 0.55866, 0.26186, 0.00000, 1.04475, 1.00000, 1.50719, 0.54054, 0.55063, 0.06892  
11.06800, 0.93509, 1.00009, 0.93238, 0.90422, 0.55868, 0.26187, 0.00000, 1.04476, 1.00000, 1.50719, 0.54054, 0.55066, 0.06893  
11.06900, 0.93512, 1.00009, 0.93239, 0.90422, 0.55870, 0.26189, 0.00000, 1.04476, 1.00000, 1.50719, 0.54054, 0.55068, 0.06895  
11.07000, 0.93516, 1.00009, 0.93239, 0.90422, 0.55872, 0.26190, 0.00000, 1.04477, 1.00000, 1.50719, 0.54054, 0.55071, 0.06896  
11.07100, 0.93519, 1.00009, 0.93239, 0.90421, 0.55874, 0.26191, 0.00000, 1.04477, 1.00000, 1.50719, 0.54054, 0.55074, 0.06897  
11.07200, 0.93523, 1.00009, 0.93239, 0.90421, 0.55876, 0.26192, 0.00000, 1.04478, 1.00000, 1.50719, 0.54054, 0.55077, 0.06899  
11.07300, 0.93526, 1.00009, 0.93239, 0.90421, 0.55878, 0.26193, 0.00000, 1.04478, 1.00000, 1.50719, 0.54054, 0.55080, 0.06900  
11.07400, 0.93529, 1.00008, 0.93239, 0.90421, 0.55880, 0.26194, 0.00000, 1.04479, 1.00000, 1.50719, 0.54054, 0.55082, 0.06901  
11.07500, 0.93532, 1.00008, 0.93239, 0.90420, 0.55882, 0.26195, 0.00000, 1.04479, 1.00000, 1.50719, 0.54054, 0.55085, 0.06902  
11.07600, 0.93535, 1.00008, 0.93239, 0.90420, 0.55883, 0.26196, 0.00000, 1.04479, 1.00000, 1.50719, 0.54054, 0.55087, 0.06904  
11.07700, 0.93538, 1.00008, 0.93239, 0.90420, 0.55885, 0.26198, 0.00000, 1.04480, 1.00000, 1.50719, 0.54054, 0.55090, 0.06905  
11.07800, 0.93541, 1.00008, 0.93239, 0.90419, 0.55887, 0.26199, 0.00000, 1.04480, 1.00000, 1.50719, 0.54054, 0.55092, 0.06906  
11.07900, 0.93544, 1.00008, 0.93239, 0.90419, 0.55889, 0.26200, 0.00000, 1.04481, 1.00000, 1.50719, 0.54054, 0.55095, 0.06907  
11.08000, 0.93547, 1.00008, 0.93239, 0.90419, 0.55891, 0.26200, 0.00000, 1.04481, 1.00000, 1.50719, 0.54054, 0.55097, 0.06908  
11.08100, 0.93550, 1.00007, 0.93239, 0.90419, 0.55892, 0.26201, 0.00000, 1.04482, 1.00000, 1.50719, 0.54054, 0.55099, 0.06909  
11.08200, 0.93553, 1.00007, 0.93239, 0.90418, 0.55894, 0.26202, 0.00000, 1.04482, 1.00000, 1.50719, 0.54054, 0.55102, 0.06910  
11.08300, 0.93555, 1.00007, 0.93239, 0.90418, 0.55896, 0.26203, 0.00000, 1.04482, 1.00000, 1.50719, 0.54054, 0.55104, 0.06912  
11.08400, 0.93558, 1.00007, 0.93239, 0.90418, 0.55898, 0.26204, 0.00000, 1.04483, 1.00000, 1.50719, 0.54054, 0.55106, 0.06913  
11.08500, 0.93561, 1.00007, 0.93239, 0.90418, 0.55899, 0.26205, 0.00000, 1.04483, 1.00000, 1.50719, 0.54054, 0.55108, 0.06914  
11.08600, 0.93563, 1.00007, 0.93239, 0.90417, 0.55901, 0.26206, 0.00000, 1.04484, 1.00000, 1.50719, 0.54054, 0.55110, 0.06915  
11.08700, 0.93566, 1.00007, 0.93239, 0.90417, 0.55903, 0.26207, 0.00000, 1.04484, 1.00000, 1.50719, 0.54054, 0.55112, 0.06916  
11.08800, 0.93568, 1.00006, 0.93239, 0.90417, 0.55904, 0.26207, 0.00000, 1.04484, 1.00000, 1.50719, 0.54054, 0.55114, 0.06917  
11.08900, 0.93571, 1.00006, 0.93239, 0.90417, 0.55906, 0.26208, 0.00000, 1.04485, 1.00000, 1.50719, 0.54054, 0.55116, 0.06918  
11.09000, 0.93573, 1.00006, 0.93239, 0.90416, 0.55907, 0.26209, 0.00000, 1.04485, 1.00000, 1.50719, 0.54054, 0.55117, 0.06919  
11.09100, 0.93575, 1.00006, 0.93239, 0.90416, 0.55909, 0.26209, 0.00000, 1.04486, 1.00000, 1.50719, 0.54054, 0.55119, 0.06920  
11.09200, 0.93578, 1.00006, 0.93239, 0.90416, 0.55911, 0.26210, 0.00000, 1.04486, 1.00000, 1.50719, 0.54054, 0.55121, 0.06921  
11.09300, 0.93580, 1.00006, 0.93239, 0.90416, 0.55912, 0.26211, 0.00000, 1.04486, 1.00000, 1.50719, 0.54054, 0.55122, 0.06922  
11.09400, 0.93582, 1.00006, 0.93239, 0.90415, 0.55914, 0.26211, 0.00000, 1.04487, 1.00000, 1.50719, 0.54054, 0.55124, 0.06923  
11.09500, 0.93584, 1.00005, 0.93239, 0.90415, 0.55915, 0.26212, 0.00000, 1.04487, 1.00000, 1.50719, 0.54054, 0.55125, 0.06923  
11.09600, 0.93586, 1.00005, 0.93239, 0.90415, 0.55916, 0.26213, 0.00000, 1.04487, 1.00000, 1.50719, 0.54054, 0.55127, 0.06924  
11.09700, 0.93588, 1.00005, 0.93239, 0.90415, 0.55918, 0.26213, 0.00000, 1.04488, 1.00000, 1.50719, 0.54054, 0.55128, 0.06925  
11.09800, 0.93590, 1.00005, 0.93239, 0.90415, 0.55919, 0.26214, 0.00000, 1.04488, 1.00000, 1.50719, 0.54054, 0.55130, 0.06926  
11.09900, 0.93592, 1.00005, 0.93239, 0.90414, 0.55921, 0.26214, 0.00000, 1.04488, 1.00000, 1.50719, 0.54054, 0.55131, 0.06927  
11.10000, 0.93593, 1.00005, 0.93239, 0.90414, 0.55922, 0.26215, 0.00000, 1.04489, 1.00000, 1.50719, 0.54054, 0.55132, 0.06928  
11.10100, 0.93595, 1.00005, 0.93239, 0.90414, 0.55923, 0.26215, 0.00000, 1.04489, 1.00000, 1.50719, 0.54054, 0.55133, 0.06929  
11.10200, 0.93597, 1.00004, 0.93239, 0.90414, 0.55925, 0.26215, 0.00000, 1.04489, 1.00000, 1.50719, 0.54054, 0.55134, 0.06929  
11.10300, 0.93599, 1.00004, 0.93239, 0.90414, 0.55926, 0.26216, 0.00000, 1.04490, 1.00000, 1.50719, 0.54054, 0.55136, 0.06930  
11.10400, 0.93600, 1.00004, 0.93239, 0.90413, 0.55927, 0.26216, 0.00000, 1.04490, 1.00000, 1.50719, 0.54054, 0.55137, 0.06931  
11.10500, 0.93602, 1.00004, 0.93239, 0.90413, 0.55928, 0.26217, 0.00000, 1.04490, 1.00000, 1.50719, 0.54054, 0.55138, 0.06932  
11.10600, 0.93603, 1.00004, 0.93239, 0.90413, 0.55929, 0.26217, 0.00000, 1.04491, 1.00000, 1.50719, 0.54054, 0.55138, 0.06932  
11.10700, 0.93605, 1.00004, 0.93239, 0.90413, 0.55931, 0.26217, 0.00000, 1.04491, 1.00000, 1.50719, 0.54054, 0.55139, 0.06933  
11.10800, 0.93606, 1.00004, 0.93239, 0.90413, 0.55932, 0.26218, 0.00000, 1.04491, 1.00000, 1.50719, 0.54054, 0.55140, 0.06934  
11.10900, 0.93607, 1.00003, 0.93239, 0.90412, 0.55933, 0.26218, 0.00000, 1.04492, 1.00000, 1.50719, 0.54054, 0.55141, 0.06934  
11.11000, 0.93608, 1.00003, 0.93239, 0.90412, 0.55934, 0.26218, 0.00000, 1.04492, 1.00000, 1.50719, 0.54054, 0.55142, 0.06935  
11.11100, 0.93610, 1.00003, 0.93239, 0.90412, 0.55935, 0.26218, 0.00000, 1.04492, 1.00000, 1.50719, 0.54054, 0.55142, 0.06936  
11.11200, 0.93611, 1.00003, 0.93239, 0.90412, 0.55936, 0.26218, 0.00000, 1.04492, 1.00000, 1.50719, 0.54054, 0.55143, 0.06936  
11.11300, 0.93612, 1.00003, 0.93239, 0.90412, 0.55937, 0.26219, 0.00000, 1.04493, 1.00000, 1.50719, 0.54054, 0.55143, 0.06937  
11.11400, 0.93613, 1.00003, 0.93239, 0.90412, 0.55938, 0.26219, 0.00000, 1.04493, 1.00000, 1.50719, 0.54054, 0.55144, 0.06937  
11.11500, 0.93614, 1.00003, 0.93239, 0.90411, 0.55939, 0.26219, 0.00000, 1.04493, 1.00000, 1.50719, 0.54054, 0.55144, 0.06938  
11.11600, 0.93615, 1.00002, 0.93239, 0.90411, 0.55940, 0.26219, 0.00000, 1.04494, 1.00000, 1.50719, 0.54054, 0.55145, 0.06939  
11.11700, 0.93616, 1.00002, 0.93239, 0.90411, 0.55941, 0.26219, 0.00000, 1.04494, 1.00000, 1.50719, 0.54054, 0.55145, 0.06939  
11.11800, 0.93617, 1.00002, 0.93239, 0.90411, 0.55942, 0.26219, 0.00000, 1.04494, 1.00000, 1.50719, 0.54054, 0.55145, 0.06940  
11.11900, 0.93617, 1.00002, 0.93239, 0.90411, 0.55943, 0.26219, 0.00000, 1.04494, 1.00000, 1.50719, 0.54054, 0.55145, 0.06940  
11.12000, 0.93618, 1.00002, 0.93239, 0.90411, 0.55944, 0.26219, 0.00000, 1.04494, 1.00000, 1.50719, 0.54054, 0.55146, 0.06941  
11.12100, 0.93619, 1.00002, 0.93239, 0.90410, 0.55945, 0.26219, 0.00000, 1.04495, 1.00000, 1.50719, 0.54054, 0.55146, 0.06941  
11.12200, 0.93619, 1.00001, 0.93239, 0.90410, 0.55946, 0.26219, 0.00000, 1.04495, 1.00000, 1.50719, 0.54054, 0.55146, 0.06942  
11.12300, 0.93620, 1.00001, 0.93239, 0.90410, 0.55946, 0.26219, 0.00000, 1.04495, 1.00000, 1.50719, 0.54054, 0.55146, 0.06942  
11.12400, 0.93620, 1.00001, 0.93239, 0.90410, 0.55947, 0.26219, 0.00000, 1.04495, 1.00000, 1.50719, 0.54054, 0.55146, 0.06942  
11.12500, 0.93621, 1.00001, 0.93239, 0.90410, 0.55948, 0.26218, 0.00000, 1.04496, 1.00000, 1.50719, 0.54054, 0.55146, 0.06943  
11.12600, 0.93621, 1.00001, 0.93239, 0.90410, 0.55949, 0.26218, 0.00000, 1.04496, 1.00000, 1.50719, 0.54054, 0.55145, 0.06943  
11.12700, 0.93622, 1.00001, 0.93239, 0.90410, 0.55949, 0.26218, 0.00000, 1.04496, 1.00000, 1.50719, 0.54054, 0.55145, 0.06944  
11.12800, 0.93622, 1.00001, 0.93239, 0.90410, 0.55950, 0.26218, 0.00000, 1.04496, 1.00000, 1.50719, 0.54054, 0.55145, 0.06944  
11.12900, 0.93622, 1.00000, 0.93239, 0.90409, 0.55951, 0.26218, 0.00000, 1.04496, 1.00000, 1.50719, 0.54054, 0.55145, 0.06944  
