time, delta, omega, eq_t, ed_t, eq_s, ed_s, vm, vr, vr2, vf, theta_bus1, theta_bus3, V_Bus1, V_Bus3, vf_gen, pm, p, q, v_ref
 1.78500, 0.70582, 1.00352, 0.92216, 0.34781, 0.90872, 0.45598, 1.01607, 0.95481, -0.16720, 1.93259, 0.16261, 0.00000, 1.01697, 1.00000, 1.93259, 0.54054, 0.32984, -0.00209, 1.06115  
 1.78600, 0.70715, 1.00354, 0.92226, 0.34776, 0.90875, 0.45615, 1.01611, 0.95346, -0.16723, 1.93317, 0.16342, 0.00000, 1.01703, 1.00000, 1.93317, 0.54054, 0.33152, -0.00193, 1.06115  
 1.78700, 0.70849, 1.00357, 0.92235, 0.34772, 0.90879, 0.45632, 1.01616, 0.95207, -0.16725, 1.93374, 0.16425, 0.00000, 1.01709, 1.00000, 1.93374, 0.54054, 0.33321, -0.00178, 1.06115  
 1.78800, 0.70984, 1.00360, 0.92244, 0.34768, 0.90883, 0.45650, 1.01620, 0.95065, -0.16728, 1.93430, 0.16507, 0.00000, 1.01715, 1.00000, 1.93430, 0.54054, 0.33490, -0.00162, 1.06115  
 1.78900, 0.71121, 1.00363, 0.92254, 0.34763, 0.90886, 0.45668, 1.01625, 0.94920, -0.16730, 1.93487, 0.16591, 0.00000, 1.01721, 1.00000, 1.93487, 0.54054, 0.33660, -0.00146, 1.06115  
 1.79000, 0.71258, 1.00366, 0.92263, 0.34759, 0.90889, 0.45687, 1.01630, 0.94770, -0.16733, 1.93543, 0.16674, 0.00000, 1.01727, 1.00000, 1.93543, 0.54054, 0.33832, -0.00129, 1.06115  
 1.79100, 0.71396, 1.00368, 0.92273, 0.34755, 0.90893, 0.45706, 1.01635, 0.94618, -0.16736, 1.93599, 0.16758, 0.00000, 1.01733, 1.00000, 1.93599, 0.54054, 0.34004, -0.00113, 1.06115  
 1.79200, 0.71536, 1.00371, 0.92282, 0.34752, 0.90896, 0.45726, 1.01640, 0.94462, -0.16738, 1.93654, 0.16843, 0.00000, 1.01739, 1.00000, 1.93654, 0.54054, 0.34177, -0.00096, 1.06115  
 1.79300, 0.71676, 1.00374, 0.92291, 0.34748, 0.90899, 0.45746, 1.01645, 0.94302, -0.16741, 1.93709, 0.16928, 0.00000, 1.01745, 1.00000, 1.93709, 0.54054, 0.34351, -0.00079, 1.06115  
 1.79400, 0.71817, 1.00376, 0.92300, 0.34745, 0.90902, 0.45766, 1.01650, 0.94139, -0.16744, 1.93763, 0.17013, 0.00000, 1.01751, 1.00000, 1.93763, 0.54054, 0.34526, -0.00061, 1.06115  
 1.79500, 0.71960, 1.00379, 0.92310, 0.34741, 0.90905, 0.45787, 1.01655, 0.93973, -0.16746, 1.93817, 0.17099, 0.00000, 1.01758, 1.00000, 1.93817, 0.54054, 0.34702, -0.00043, 1.06115  
 1.79600, 0.72103, 1.00382, 0.92319, 0.34738, 0.90908, 0.45808, 1.01660, 0.93804, -0.16749, 1.93871, 0.17185, 0.00000, 1.01764, 1.00000, 1.93871, 0.54054, 0.34878, -0.00026, 1.06115  
 1.79700, 0.72247, 1.00384, 0.92328, 0.34735, 0.90910, 0.45830, 1.01665, 0.93632, -0.16752, 1.93924, 0.17271, 0.00000, 1.01770, 1.00000, 1.93924, 0.54054, 0.35056, -0.00007, 1.06115  
 1.79800, 0.72393, 1.00387, 0.92337, 0.34732, 0.90913, 0.45852, 1.01671, 0.93456, -0.16754, 1.93977, 0.17358, 0.00000, 1.01776, 1.00000, 1.93977, 0.54054, 0.35234, 0.00011, 1.06115  
 1.79900, 0.72539, 1.00389, 0.92347, 0.34729, 0.90916, 0.45875, 1.01676, 0.93277, -0.16757, 1.94029, 0.17445, 0.00000, 1.01783, 1.00000, 1.94029, 0.54054, 0.35413, 0.00030, 1.06115  
 1.80000, 0.72686, 1.00392, 0.92356, 0.34726, 0.90918, 0.45897, 1.01681, 0.93095, -0.16759, 1.94081, 0.17533, 0.00000, 1.01789, 1.00000, 1.94081, 0.54054, 0.35593, 0.00049, 1.06115  
 1.80100, 0.72834, 1.00394, 0.92365, 0.34724, 0.90920, 0.45921, 1.01687, 0.92911, -0.16762, 1.94132, 0.17621, 0.00000, 1.01796, 1.00000, 1.94132, 0.54054, 0.35774, 0.00068, 1.06115  
 1.80200, 0.72983, 1.00397, 0.92374, 0.34722, 0.90923, 0.45945, 1.01692, 0.92723, -0.16765, 1.94183, 0.17710, 0.00000, 1.01802, 1.00000, 1.94183, 0.54054, 0.35955, 0.00087, 1.06115  
 1.80300, 0.73133, 1.00399, 0.92383, 0.34719, 0.90925, 0.45969, 1.01698, 0.92532, -0.16767, 1.94234, 0.17798, 0.00000, 1.01809, 1.00000, 1.94234, 0.54054, 0.36137, 0.00107, 1.06115  
 1.80400, 0.73284, 1.00402, 0.92392, 0.34717, 0.90927, 0.45993, 1.01703, 0.92338, -0.16770, 1.94284, 0.17888, 0.00000, 1.01815, 1.00000, 1.94284, 0.54054, 0.36320, 0.00127, 1.06115  
 1.80500, 0.73436, 1.00404, 0.92402, 0.34715, 0.90929, 0.46019, 1.01709, 0.92142, -0.16773, 1.94334, 0.17977, 0.00000, 1.01822, 1.00000, 1.94334, 0.54054, 0.36504, 0.00147, 1.06115  
 1.80600, 0.73589, 1.00406, 0.92411, 0.34713, 0.90931, 0.46044, 1.01715, 0.91943, -0.16775, 1.94383, 0.18067, 0.00000, 1.01829, 1.00000, 1.94383, 0.54054, 0.36689, 0.00168, 1.06115  
 1.80700, 0.73742, 1.00409, 0.92420, 0.34712, 0.90933, 0.46070, 1.01720, 0.91741, -0.16778, 1.94431, 0.18157, 0.00000, 1.01835, 1.00000, 1.94431, 0.54054, 0.36874, 0.00188, 1.06115  
 1.80800, 0.73897, 1.00411, 0.92429, 0.34710, 0.90935, 0.46096, 1.01726, 0.91536, -0.16781, 1.94480, 0.18248, 0.00000, 1.01842, 1.00000, 1.94480, 0.54054, 0.37060, 0.00209, 1.06115  
 1.80900, 0.74052, 1.00413, 0.92438, 0.34709, 0.90937, 0.46123, 1.01732, 0.91329, -0.16783, 1.94527, 0.18339, 0.00000, 1.01849, 1.00000, 1.94527, 0.54054, 0.37247, 0.00231, 1.06115  
 1.81000, 0.74208, 1.00415, 0.92447, 0.34708, 0.90938, 0.46150, 1.01738, 0.91119, -0.16786, 1.94574, 0.18430, 0.00000, 1.01856, 1.00000, 1.94574, 0.54054, 0.37435, 0.00252, 1.06115  
 1.81100, 0.74365, 1.00418, 0.92456, 0.34707, 0.90940, 0.46177, 1.01744, 0.90906, -0.16789, 1.94621, 0.18522, 0.00000, 1.01862, 1.00000, 1.94621, 0.54054, 0.37623, 0.00274, 1.06115  
 1.81200, 0.74523, 1.00420, 0.92465, 0.34706, 0.90941, 0.46205, 1.01750, 0.90692, -0.16791, 1.94667, 0.18614, 0.00000, 1.01869, 1.00000, 1.94667, 0.54054, 0.37812, 0.00296, 1.06115  
 1.81300, 0.74682, 1.00422, 0.92474, 0.34705, 0.90943, 0.46233, 1.01756, 0.90474, -0.16794, 1.94713, 0.18706, 0.00000, 1.01876, 1.00000, 1.94713, 0.54054, 0.38002, 0.00318, 1.06115  
 1.81400, 0.74842, 1.00424, 0.92483, 0.34704, 0.90944, 0.46262, 1.01762, 0.90254, -0.16797, 1.94758, 0.18799, 0.00000, 1.01883, 1.00000, 1.94758, 0.54054, 0.38192, 0.00341, 1.06115  
 1.81500, 0.75002, 1.00426, 0.92491, 0.34704, 0.90945, 0.46291, 1.01768, 0.90032, -0.16799, 1.94803, 0.18892, 0.00000, 1.01890, 1.00000, 1.94803, 0.54054, 0.38383, 0.00363, 1.06115  
 1.81600, 0.75163, 1.00428, 0.92500, 0.34703, 0.90946, 0.46320, 1.01774, 0.89808, -0.16802, 1.94847, 0.18985, 0.00000, 1.01897, 1.00000, 1.94847, 0.54054, 0.38575, 0.00386, 1.06115  
 1.81700, 0.75325, 1.00431, 0.92509, 0.34703, 0.90947, 0.46350, 1.01780, 0.89581, -0.16805, 1.94890, 0.19079, 0.00000, 1.01904, 1.00000, 1.94890, 0.54054, 0.38767, 0.00410, 1.06115  
 1.81800, 0.75488, 1.00433, 0.92518, 0.34703, 0.90948, 0.46380, 1.01786, 0.89352, -0.16807, 1.94933, 0.19173, 0.00000, 1.01911, 1.00000, 1.94933, 0.54054, 0.38960, 0.00433, 1.06115  
 1.81900, 0.75651, 1.00435, 0.92527, 0.34703, 0.90949, 0.46411, 1.01793, 0.89121, -0.16810, 1.94976, 0.19267, 0.00000, 1.01918, 1.00000, 1.94976, 0.54054, 0.39154, 0.00457, 1.06115  
 1.82000, 0.75815, 1.00437, 0.92536, 0.34703, 0.90950, 0.46442, 1.01799, 0.88888, -0.16813, 1.95018, 0.19362, 0.00000, 1.01925, 1.00000, 1.95018, 0.54054, 0.39348, 0.00481, 1.06115  
 1.82100, 0.75980, 1.00439, 0.92544, 0.34703, 0.90950, 0.46473, 1.01805, 0.88653, -0.16816, 1.95059, 0.19456, 0.00000, 1.01932, 1.00000, 1.95059, 0.54054, 0.39543, 0.00505, 1.06115  
 1.82200, 0.76146, 1.00441, 0.92553, 0.34704, 0.90951, 0.46504, 1.01811, 0.88416, -0.16818, 1.95100, 0.19551, 0.00000, 1.01939, 1.00000, 1.95100, 0.54054, 0.39739, 0.00530, 1.06115  
 1.82300, 0.76312, 1.00442, 0.92562, 0.34704, 0.90951, 0.46536, 1.01818, 0.88177, -0.16821, 1.95140, 0.19647, 0.00000, 1.01946, 1.00000, 1.95140, 0.54054, 0.39935, 0.00555, 1.06115  
 1.82400, 0.76480, 1.00444, 0.92571, 0.34705, 0.90952, 0.46569, 1.01824, 0.87936, -0.16824, 1.95180, 0.19742, 0.00000, 1.01953, 1.00000, 1.95180, 0.54054, 0.40131, 0.00580, 1.06115  
 1.82500, 0.76647, 1.00446, 0.92579, 0.34706, 0.90952, 0.46601, 1.01831, 0.87693, -0.16826, 1.95219, 0.19838, 0.00000, 1.01960, 1.00000, 1.95219, 0.54054, 0.40329, 0.00605, 1.06115  
 1.82600, 0.76816, 1.00448, 0.92588, 0.34707, 0.90952, 0.46634, 1.01837, 0.87448, -0.16829, 1.95257, 0.19934, 0.00000, 1.01967, 1.00000, 1.95257, 0.54054, 0.40526, 0.00630, 1.06115  
 1.82700, 0.76985, 1.00450, 0.92596, 0.34708, 0.90953, 0.46668, 1.01844, 0.87202, -0.16832, 1.95295, 0.20031, 0.00000, 1.01974, 1.00000, 1.95295, 0.54054, 0.40725, 0.00656, 1.06115  
 1.82800, 0.77155, 1.00452, 0.92605, 0.34710, 0.90953, 0.46702, 1.01850, 0.86954, -0.16834, 1.95333, 0.20128, 0.00000, 1.01981, 1.00000, 1.95333, 0.54054, 0.40924, 0.00682, 1.06115  
 1.82900, 0.77326, 1.00453, 0.92614, 0.34711, 0.90953, 0.46736, 1.01857, 0.86704, -0.16837, 1.95370, 0.20225, 0.00000, 1.01988, 1.00000, 1.95370, 0.54054, 0.41123, 0.00708, 1.06115  
 1.83000, 0.77497, 1.00455, 0.92622, 0.34713, 0.90953, 0.46770, 1.01863, 0.86452, -0.16840, 1.95406, 0.20322, 0.00000, 1.01995, 1.00000, 1.95406, 0.54054, 0.41323, 0.00735, 1.06115  
 1.83100, 0.77669, 1.00457, 0.92631, 0.34714, 0.90952, 0.46805, 1.01870, 0.86200, -0.16843, 1.95442, 0.20419, 0.00000, 1.02002, 1.00000, 1.95442, 0.54054, 0.41523, 0.00762, 1.06115  
 1.83200, 0.77842, 1.00459, 0.92639, 0.34716, 0.90952, 0.46840, 1.01877, 0.85945, -0.16845, 1.95477, 0.20517, 0.00000, 1.02010, 1.00000, 1.95477, 0.54054, 0.41724, 0.00789, 1.06115  
 1.83300, 0.78015, 1.00460, 0.92648, 0.34718, 0.90952, 0.46875, 1.01883, 0.85689, -0.16848, 1.95511, 0.20615, 0.00000, 1.02017, 1.00000, 1.95511, 0.54054, 0.41926, 0.00816, 1.06115  
 1.83400, 0.78189, 1.00462, 0.92656, 0.34720, 0.90951, 0.46911, 1.01890, 0.85432, -0.16851, 1.95545, 0.20713, 0.00000, 1.02024, 1.00000, 1.95545, 0.54054, 0.42128, 0.00843, 1.06115  
 1.83500, 0.78363, 1.00463, 0.92665, 0.34723, 0.90951, 0.46947, 1.01897, 0.85174, -0.16853, 1.95579, 0.20811, 0.00000, 1.02031, 1.00000, 1.95579, 0.54054, 0.42330, 0.00871, 1.06115  
 1.83600, 0.78538, 1.00465, 0.92673, 0.34725, 0.90950, 0.46984, 1.01903, 0.84914, -0.16856, 1.95611, 0.20910, 0.00000, 1.02038, 1.00000, 1.95611, 0.54054, 0.42533, 0.00899, 1.06115  
 1.83700, 0.78714, 1.00467, 0.92681, 0.34728, 0.90949, 0.47021, 1.01910, 0.84653, -0.16859, 1.95644, 0.21009, 0.00000, 1.02045, 1.00000, 1.95644, 0.54054, 0.42736, 0.00927, 1.06115  
 1.83800, 0.78890, 1.00468, 0.92690, 0.34731, 0.90949, 0.47058, 1.01917, 0.84390, -0.16861, 1.95675, 0.21108, 0.00000, 1.02053, 1.00000, 1.95675, 0.54054, 0.42940, 0.00955, 1.06115  
 1.83900, 0.79066, 1.00470, 0.92698, 0.34733, 0.90948, 0.47095, 1.01924, 0.84127, -0.16864, 1.95706, 0.21207, 0.00000, 1.02060, 1.00000, 1.95706, 0.54054, 0.43144, 0.00984, 1.06115  
 1.84000, 0.79244, 1.00471, 0.92706, 0.34736, 0.90947, 0.47133, 1.01930, 0.83862, -0.16867, 1.95736, 0.21306, 0.00000, 1.02067, 1.00000, 1.95736, 0.54054, 0.43348, 0.01013, 1.06115  
 1.84100, 0.79422, 1.00472, 0.92715, 0.34739, 0.90946, 0.47171, 1.01937, 0.83597, -0.16870, 1.95766, 0.21406, 0.00000, 1.02074, 1.00000, 1.95766, 0.54054, 0.43553, 0.01042, 1.06115  
 1.84200, 0.79600, 1.00474, 0.92723, 0.34743, 0.90945, 0.47209, 1.01944, 0.83330, -0.16872, 1.95795, 0.21506, 0.00000, 1.02081, 1.00000, 1.95795, 0.54054, 0.43759, 0.01071, 1.06115  
 1.84300, 0.79779, 1.00475, 0.92731, 0.34746, 0.90943, 0.47248, 1.01951, 0.83063, -0.16875, 1.95824, 0.21606, 0.00000, 1.02088, 1.00000, 1.95824, 0.54054, 0.43964, 0.01101, 1.06115  
 1.84400, 0.79958, 1.00477, 0.92739, 0.34750, 0.90942, 0.47286, 1.01958, 0.82794, -0.16878, 1.95852, 0.21706, 0.00000, 1.02096, 1.00000, 1.95852, 0.54054, 0.44170, 0.01131, 1.06115  
 1.84500, 0.80138, 1.00478, 0.92747, 0.34753, 0.90941, 0.47326, 1.01965, 0.82525, -0.16880, 1.95879, 0.21806, 0.00000, 1.02103, 1.00000, 1.95879, 0.54054, 0.44377, 0.01161, 1.06115  
 1.84600, 0.80319, 1.00479, 0.92755, 0.34757, 0.90939, 0.47365, 1.01972, 0.82255, -0.16883, 1.95906, 0.21907, 0.00000, 1.02110, 1.00000, 1.95906, 0.54054, 0.44584, 0.01191, 1.06115  
 1.84700, 0.80499, 1.00480, 0.92764, 0.34761, 0.90938, 0.47405, 1.01979, 0.81984, -0.16886, 1.95932, 0.22007, 0.00000, 1.02117, 1.00000, 1.95932, 0.54054, 0.44791, 0.01222, 1.06115  
 1.84800, 0.80681, 1.00482, 0.92772, 0.34765, 0.90936, 0.47445, 1.01986, 0.81713, -0.16889, 1.95957, 0.22108, 0.00000, 1.02124, 1.00000, 1.95957, 0.54054, 0.44998, 0.01252, 1.06115  
 1.84900, 0.80863, 1.00483, 0.92780, 0.34770, 0.90934, 0.47485, 1.01992, 0.81441, -0.16891, 1.95982, 0.22209, 0.00000, 1.02132, 1.00000, 1.95982, 0.54054, 0.45206, 0.01283, 1.06115  
 1.85000, 0.81045, 1.00484, 0.92788, 0.34774, 0.90933, 0.47526, 1.01999, 0.81168, -0.16894, 1.96006, 0.22310, 0.00000, 1.02139, 1.00000, 1.96006, 0.54054, 0.45414, 0.01314, 1.06115  
 1.85100, 0.81228, 1.00485, 0.92796, 0.34778, 0.90931, 0.47567, 1.02006, 0.80895, -0.16897, 1.96030, 0.22411, 0.00000, 1.02146, 1.00000, 1.96030, 0.54054, 0.45623, 0.01346, 1.06115  
 1.85200, 0.81411, 1.00486, 0.92804, 0.34783, 0.90929, 0.47608, 1.02013, 0.80621, -0.16899, 1.96053, 0.22513, 0.00000, 1.02153, 1.00000, 1.96053, 0.54054, 0.45831, 0.01377, 1.06115  
 1.85300, 0.81594, 1.00487, 0.92811, 0.34788, 0.90927, 0.47649, 1.02020, 0.80347, -0.16902, 1.96075, 0.22614, 0.00000, 1.02160, 1.00000, 1.96075, 0.54054, 0.46040, 0.01409, 1.06115  
 1.85400, 0.81778, 1.00489, 0.92819, 0.34793, 0.90925, 0.47691, 1.02027, 0.80072, -0.16905, 1.96097, 0.22716, 0.00000, 1.02167, 1.00000, 1.96097, 0.54054, 0.46250, 0.01441, 1.06115  
 1.85500, 0.81963, 1.00490, 0.92827, 0.34798, 0.90922, 0.47733, 1.02034, 0.79797, -0.16907, 1.96118, 0.22818, 0.00000, 1.02174, 1.00000, 1.96118, 0.54054, 0.46459, 0.01474, 1.06115  
 1.85600, 0.82147, 1.00491, 0.92835, 0.34803, 0.90920, 0.47775, 1.02041, 0.79522, -0.16910, 1.96139, 0.22920, 0.00000, 1.02182, 1.00000, 1.96139, 0.54054, 0.46669, 0.01506, 1.06115  
 1.85700, 0.82332, 1.00492, 0.92843, 0.34808, 0.90918, 0.47818, 1.02048, 0.79247, -0.16913, 1.96159, 0.23022, 0.00000, 1.02189, 1.00000, 1.96159, 0.54054, 0.46879, 0.01539, 1.06115  
 1.85800, 0.82518, 1.00493, 0.92851, 0.34814, 0.90915, 0.47861, 1.02055, 0.78971, -0.16916, 1.96178, 0.23124, 0.00000, 1.02196, 1.00000, 1.96178, 0.54054, 0.47089, 0.01572, 1.06115  
 1.85900, 0.82704, 1.00493, 0.92858, 0.34819, 0.90913, 0.47904, 1.02062, 0.78695, -0.16918, 1.96197, 0.23226, 0.00000, 1.02203, 1.00000, 1.96197, 0.54054, 0.47299, 0.01605, 1.06115  
 1.86000, 0.82890, 1.00494, 0.92866, 0.34825, 0.90910, 0.47947, 1.02069, 0.78419, -0.16921, 1.96215, 0.23328, 0.00000, 1.02210, 1.00000, 1.96215, 0.54054, 0.47510, 0.01638, 1.06115  
 1.86100, 0.83077, 1.00495, 0.92874, 0.34831, 0.90907, 0.47990, 1.02076, 0.78143, -0.16924, 1.96232, 0.23431, 0.00000, 1.02217, 1.00000, 1.96232, 0.54054, 0.47721, 0.01672, 1.06115  
 1.86200, 0.83263, 1.00496, 0.92881, 0.34837, 0.90904, 0.48034, 1.02083, 0.77867, -0.16926, 1.96249, 0.23533, 0.00000, 1.02224, 1.00000, 1.96249, 0.54054, 0.47932, 0.01705, 1.06115  
 1.86300, 0.83451, 1.00497, 0.92889, 0.34843, 0.90902, 0.48078, 1.02091, 0.77591, -0.16929, 1.96265, 0.23636, 0.00000, 1.02231, 1.00000, 1.96265, 0.54054, 0.48143, 0.01739, 1.06115  
 1.86400, 0.83638, 1.00498, 0.92897, 0.34849, 0.90899, 0.48122, 1.02098, 0.77315, -0.16932, 1.96281, 0.23739, 0.00000, 1.02238, 1.00000, 1.96281, 0.54054, 0.48354, 0.01774, 1.06115  
 1.86500, 0.83826, 1.00498, 0.92904, 0.34855, 0.90896, 0.48166, 1.02105, 0.77039, -0.16934, 1.96296, 0.23842, 0.00000, 1.02245, 1.00000, 1.96296, 0.54054, 0.48565, 0.01808, 1.06115  
 1.86600, 0.84014, 1.00499, 0.92912, 0.34862, 0.90892, 0.48211, 1.02112, 0.76763, -0.16937, 1.96310, 0.23944, 0.00000, 1.02252, 1.00000, 1.96310, 0.54054, 0.48777, 0.01842, 1.06115  
 1.86700, 0.84202, 1.00500, 0.92919, 0.34869, 0.90889, 0.48256, 1.02119, 0.76487, -0.16940, 1.96324, 0.24047, 0.00000, 1.02259, 1.00000, 1.96324, 0.54054, 0.48989, 0.01877, 1.06115  
 1.86800, 0.84391, 1.00500, 0.92927, 0.34875, 0.90886, 0.48301, 1.02126, 0.76212, -0.16943, 1.96337, 0.24150, 0.00000, 1.02266, 1.00000, 1.96337, 0.54054, 0.49200, 0.01912, 1.06115  
 1.86900, 0.84579, 1.00501, 0.92934, 0.34882, 0.90883, 0.48346, 1.02133, 0.75937, -0.16945, 1.96350, 0.24253, 0.00000, 1.02273, 1.00000, 1.96350, 0.54054, 0.49412, 0.01947, 1.06115  
 1.87000, 0.84768, 1.00502, 0.92942, 0.34889, 0.90879, 0.48392, 1.02140, 0.75662, -0.16948, 1.96361, 0.24356, 0.00000, 1.02280, 1.00000, 1.96361, 0.54054, 0.49624, 0.01983, 1.06115  
 1.87100, 0.84958, 1.00502, 0.92949, 0.34896, 0.90876, 0.48437, 1.02147, 0.75388, -0.16951, 1.96373, 0.24459, 0.00000, 1.02287, 1.00000, 1.96373, 0.54054, 0.49836, 0.02018, 1.06115  
 1.87200, 0.85147, 1.00503, 0.92956, 0.34903, 0.90872, 0.48483, 1.02154, 0.75114, -0.16953, 1.96384, 0.24562, 0.00000, 1.02294, 1.00000, 1.96384, 0.54054, 0.50048, 0.02054, 1.06115  
 1.87300, 0.85337, 1.00503, 0.92963, 0.34911, 0.90868, 0.48529, 1.02161, 0.74841, -0.16956, 1.96394, 0.24666, 0.00000, 1.02300, 1.00000, 1.96394, 0.54054, 0.50261, 0.02090, 1.06115  
 1.87400, 0.85527, 1.00504, 0.92971, 0.34918, 0.90865, 0.48576, 1.02168, 0.74568, -0.16959, 1.96403, 0.24769, 0.00000, 1.02307, 1.00000, 1.96403, 0.54054, 0.50473, 0.02126, 1.06115  
 1.87500, 0.85717, 1.00504, 0.92978, 0.34926, 0.90861, 0.48622, 1.02175, 0.74295, -0.16961, 1.96412, 0.24872, 0.00000, 1.02314, 1.00000, 1.96412, 0.54054, 0.50685, 0.02162, 1.06115  
 1.87600, 0.85907, 1.00505, 0.92985, 0.34934, 0.90857, 0.48669, 1.02182, 0.74023, -0.16964, 1.96420, 0.24975, 0.00000, 1.02321, 1.00000, 1.96420, 0.54054, 0.50897, 0.02198, 1.06115  
 1.87700, 0.86097, 1.00505, 0.92992, 0.34942, 0.90853, 0.48716, 1.02189, 0.73752, -0.16967, 1.96428, 0.25079, 0.00000, 1.02328, 1.00000, 1.96428, 0.54054, 0.51110, 0.02235, 1.06115  
 1.87800, 0.86288, 1.00506, 0.92999, 0.34950, 0.90849, 0.48763, 1.02195, 0.73482, -0.16969, 1.96435, 0.25182, 0.00000, 1.02334, 1.00000, 1.96435, 0.54054, 0.51322, 0.02272, 1.06115  
 1.87900, 0.86479, 1.00506, 0.93007, 0.34958, 0.90845, 0.48810, 1.02202, 0.73212, -0.16972, 1.96442, 0.25285, 0.00000, 1.02341, 1.00000, 1.96442, 0.54054, 0.51534, 0.02309, 1.06115  
 1.88000, 0.86669, 1.00506, 0.93014, 0.34966, 0.90841, 0.48857, 1.02209, 0.72943, -0.16975, 1.96448, 0.25388, 0.00000, 1.02348, 1.00000, 1.96448, 0.54054, 0.51746, 0.02346, 1.06115  
 1.88100, 0.86860, 1.00507, 0.93021, 0.34974, 0.90836, 0.48905, 1.02216, 0.72674, -0.16977, 1.96453, 0.25492, 0.00000, 1.02355, 1.00000, 1.96453, 0.54054, 0.51959, 0.02383, 1.06115  
 1.88200, 0.87051, 1.00507, 0.93028, 0.34983, 0.90832, 0.48952, 1.02223, 0.72407, -0.16980, 1.96458, 0.25595, 0.00000, 1.02361, 1.00000, 1.96458, 0.54054, 0.52171, 0.02421, 1.06115  
 1.88300, 0.87243, 1.00507, 0.93035, 0.34991, 0.90828, 0.49000, 1.02230, 0.72140, -0.16983, 1.96462, 0.25698, 0.00000, 1.02368, 1.00000, 1.96462, 0.54054, 0.52383, 0.02458, 1.06115  
 1.88400, 0.87434, 1.00507, 0.93042, 0.35000, 0.90823, 0.49048, 1.02237, 0.71874, -0.16985, 1.96465, 0.25801, 0.00000, 1.02374, 1.00000, 1.96465, 0.54054, 0.52595, 0.02496, 1.06115  
 1.88500, 0.87625, 1.00508, 0.93048, 0.35009, 0.90819, 0.49097, 1.02244, 0.71610, -0.16988, 1.96468, 0.25904, 0.00000, 1.02381, 1.00000, 1.96468, 0.54054, 0.52807, 0.02534, 1.06115  
 1.88600, 0.87816, 1.00508, 0.93055, 0.35018, 0.90814, 0.49145, 1.02251, 0.71346, -0.16991, 1.96471, 0.26007, 0.00000, 1.02388, 1.00000, 1.96471, 0.54054, 0.53019, 0.02572, 1.06115  
 1.88700, 0.88008, 1.00508, 0.93062, 0.35027, 0.90809, 0.49193, 1.02258, 0.71083, -0.16993, 1.96473, 0.26111, 0.00000, 1.02394, 1.00000, 1.96473, 0.54054, 0.53231, 0.02611, 1.06115  
 1.88800, 0.88199, 1.00508, 0.93069, 0.35036, 0.90804, 0.49242, 1.02264, 0.70821, -0.16996, 1.96474, 0.26214, 0.00000, 1.02401, 1.00000, 1.96474, 0.54054, 0.53442, 0.02649, 1.06115  
 1.88900, 0.88391, 1.00508, 0.93076, 0.35045, 0.90800, 0.49291, 1.02271, 0.70561, -0.16999, 1.96475, 0.26317, 0.00000, 1.02407, 1.00000, 1.96475, 0.54054, 0.53654, 0.02688, 1.06115  
 1.89000, 0.88582, 1.00508, 0.93082, 0.35055, 0.90795, 0.49340, 1.02278, 0.70301, -0.17001, 1.96475, 0.26420, 0.00000, 1.02414, 1.00000, 1.96475, 0.54054, 0.53865, 0.02726, 1.06115  
 1.89100, 0.88774, 1.00508, 0.93089, 0.35064, 0.90790, 0.49389, 1.02285, 0.70043, -0.17004, 1.96474, 0.26522, 0.00000, 1.02420, 1.00000, 1.96474, 0.54054, 0.54077, 0.02765, 1.06115  
 1.89200, 0.88965, 1.00508, 0.93096, 0.35074, 0.90785, 0.49438, 1.02291, 0.69786, -0.17007, 1.96473, 0.26625, 0.00000, 1.02426, 1.00000, 1.96473, 0.54054, 0.54288, 0.02804, 1.06115  
 1.89300, 0.89157, 1.00508, 0.93102, 0.35084, 0.90779, 0.49487, 1.02298, 0.69530, -0.17009, 1.96472, 0.26728, 0.00000, 1.02433, 1.00000, 1.96472, 0.54054, 0.54499, 0.02843, 1.06115  
 1.89400, 0.89348, 1.00508, 0.93109, 0.35093, 0.90774, 0.49537, 1.02305, 0.69275, -0.17012, 1.96470, 0.26831, 0.00000, 1.02439, 1.00000, 1.96470, 0.54054, 0.54710, 0.02883, 1.06115  
 1.89500, 0.89540, 1.00508, 0.93115, 0.35103, 0.90769, 0.49586, 1.02312, 0.69021, -0.17015, 1.96467, 0.26933, 0.00000, 1.02446, 1.00000, 1.96467, 0.54054, 0.54920, 0.02922, 1.06115  
 1.89600, 0.89731, 1.00508, 0.93122, 0.35113, 0.90764, 0.49636, 1.02318, 0.68769, -0.17017, 1.96464, 0.27036, 0.00000, 1.02452, 1.00000, 1.96464, 0.54054, 0.55131, 0.02962, 1.06115  
 1.89700, 0.89922, 1.00507, 0.93128, 0.35124, 0.90758, 0.49686, 1.02325, 0.68518, -0.17020, 1.96460, 0.27138, 0.00000, 1.02458, 1.00000, 1.96460, 0.54054, 0.55341, 0.03002, 1.06115  
 1.89800, 0.90114, 1.00507, 0.93135, 0.35134, 0.90753, 0.49736, 1.02332, 0.68269, -0.17022, 1.96456, 0.27240, 0.00000, 1.02464, 1.00000, 1.96456, 0.54054, 0.55551, 0.03041, 1.06115  
